prompt_id,job_type,status,start_utc,end_utc,exec_seconds,model,loras,width,height,megapixels,steps,reference_image,edit,model_swap,cached_nodes,cache_replay,output_file,in_book
587cd1c7-d01d-4b90-9707-de80d8f5124a,klein,success,2026-09-26T12:03:15.219+00:00,2026-09-26T12:03:28.871+00:00,13.65,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00176_.png,False
b14fd358-9357-4cb5-9ac6-320b2b08560d,klein,success,2026-09-26T12:03:43.904+00:00,2026-09-26T12:03:52.497+00:00,8.59,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,False,6,False,halo_klein_00177_.png,False
2a8ec1ca-cc85-4716-94be-1497baa7c1d9,qwen_edit,success,2026-09-26T12:04:04.471+00:00,2026-09-26T12:05:01.335+00:00,56.86,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00220_.png,True
456f50a1-fd9f-4907-8557-ba9977c4c7df,klein_ref,success,2026-09-26T12:05:25.238+00:00,2026-09-26T12:05:47.127+00:00,21.89,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00547_.png,False
71399e15-b803-44c6-81d7-349254b54d9b,klein_ref,success,2026-09-26T12:06:02.387+00:00,2026-09-26T12:06:19.227+00:00,16.84,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00548_.png,False
8202b227-a018-4d44-97c8-3de25722d973,qwen_edit,success,2026-09-26T12:06:32.155+00:00,2026-09-26T12:07:29.184+00:00,57.03,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00221_.png,True
67bcbc3f-67af-4632-8d64-fdd98805cf7b,klein_ref,success,2026-09-26T12:07:46.171+00:00,2026-09-26T12:08:07.701+00:00,21.53,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,True,0,False,halo_klein_ref_00549_.png,False
a9beb523-70ee-4f0b-941b-12afd72ee5fd,klein_ref,success,2026-09-26T12:08:23.356+00:00,2026-09-26T12:08:40.004+00:00,16.65,flux-2-klein-4b.safetensors,,1344,768,1.03,4,True,False,False,6,False,halo_klein_ref_00550_.png,False
35433ba7-9104-4c80-9901-6751b09b7664,qwen_edit,success,2026-09-26T12:08:54.012+00:00,2026-09-26T12:10:20.850+00:00,86.84,qwen_image_edit_2511_fp8mixed.safetensors,Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors,1328,800,1.06,4,False,True,True,0,False,halo_edit_00222_.png,True
1f677efb-a254-4818-936f-0d5997d88b1f,klein,success,2026-09-26T12:10:36.240+00:00,2026-09-26T12:10:50.147+00:00,13.91,flux-2-klein-4b.safetensors,,1344,768,1.03,4,False,False,True,0,False,halo_klein_00178_.png,False
